Discipline,HPSA Type,HPSA Sub -Type,Score  Category,Image,County,HPSA ID,HPSA Name,HPSA Status,Last Update Date,State V1,State/Territory,HPSA Score
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Polk,7122574735,LI-West Polk County,Designated,01/05/2022,Florida,Florida,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Mecklenburg,7372658314,LI - Northwest Charlotte,Designated,07/18/2022,North Carolina,North Carolina,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Shelby,7478934930,LI-Parkway Village/Fox Meadows,Designated,09/10/2021,Tennessee,Tennessee,16
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7129580935,LI - Brandon/Riverview,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7121884701,LI - Tampa,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7121884701,LI - Tampa,Designated,09/10/2021,Florida,Florida,17
Mental Health,Population Group,Low Income Population HPSA,14 - 25,1,Hillsborough,7121884701,LI - Tampa,Designated,09/10/2021,Florida,Florida,17
